filepath,source,source_group,class_name,label,is_plant,split,unknown_subtype,source_id
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/pil_sharpness_27.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/random_crop_pil_sharpness_11.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_pil_brightness_5.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/random_crop_pil_sharpness_16.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00542_6e1d6c95a5b1.png,cifar10,cifar10::6e1d6c95a5b1028c,Unclassified,6,0,train,object_vehicle,automobile
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_constract_26.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_sharpness_3.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoom23.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flip2.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_sharpness_27.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00043_9fbe09ec12a7.png,cifar10,cifar10::9fbe09ec12a711d1,Unclassified,6,0,train,animal,bird
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00104_c0d881b8b0d4.png,cifar10,cifar10::c0d881b8b0d4d1dc,Unclassified,6,0,train,object_vehicle,ship
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_color_9.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_brightness_9.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/rotate_zoom2.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/random_crop_pil_sharpness_11.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/rotate_zoompil_sharpness_12.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoompil_constract_39.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/rotate_zoompil_color_8.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/vertical_flippil_constract_39.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/pil_brightness_12.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/pil_brightness_1.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/pil_constract_40.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_color_19.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/pil_constract_3.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/pil_color_29.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_sharpness_15.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00023_776f46975216.png,cifar10,cifar10::776f46975216ced5,Unclassified,6,0,train,object_vehicle,ship
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00173_3e1c18d28564.png,cifar10,cifar10::3e1c18d28564fa85,Unclassified,6,0,train,animal,dog
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00070_64b6193316f0.png,cifar10,cifar10::64b6193316f02bda,Unclassified,6,0,train,object_vehicle,automobile
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00723_0392d079c0df.png,cifar10,cifar10::0392d079c0df5753,Unclassified,6,0,train,object_vehicle,truck
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/random_crop_pil_color_15.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_constract_23.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00756_e102dca9ec12.png,cifar10,cifar10::e102dca9ec12509c,Unclassified,6,0,train,object_vehicle,automobile
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_color_27.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoom15.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flip19.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00061_eab0de50802e.png,cifar10,cifar10::eab0de50802ee3d0,Unclassified,6,0,train,object_vehicle,airplane
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/pil_brightness_4.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/vertical_flippil_sharpness_13.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flippil_sharpness_39.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/random_crop_pil_color_19.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_sharpness_10.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoompil_sharpness_31.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/random_translation_pil_brightness_6.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00406_48abe0da72fe.png,cifar10,cifar10::48abe0da72fe74b2,Unclassified,6,0,train,animal,dog
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_pil_constract_36.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/vertical_flippil_constract_16.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/vertical_flippil_sharpness_21.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_pil_brightness_37.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00050_5eec036a6e54.png,cifar10,cifar10::5eec036a6e5405d1,Unclassified,6,0,train,animal,cat
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_color_4.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_sharpness_31.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/pil_color_8.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_color_26.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flip16.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoom4.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_17.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/pil_brightness_14.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/random_crop_25.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoom2.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00606_cace9c48aa5c.png,cifar10,cifar10::cace9c48aa5cb06d,Unclassified,6,0,train,animal,cat
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_brightness_16.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flippil_color_23.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/pil_brightness_3.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/pil_brightness_1.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoom21.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/random_translation_pil_constract_24.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_brightness_8.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/vertical_flippil_sharpness_34.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/rotate_zoom21.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/random_crop_pil_sharpness_20.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flip26.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flip19.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/random_translation_24.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00114_30fe6e3f2866.png,cifar10,cifar10::30fe6e3f2866d775,Unclassified,6,0,train,animal,cat
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00064_58e6166140c0.png,cifar10,cifar10::58e6166140c09a52,Unclassified,6,0,train,object_vehicle,ship
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/vertical_flippil_sharpness_2.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/pil_sharpness_28.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/30.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_color_6.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/random_translation_pil_brightness_36.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_sharpness_38.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_brightness_24.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/pil_sharpness_39.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/rotate_zoompil_brightness_23.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00559_d962d4c37bad.png,cifar10,cifar10::d962d4c37badde27,Unclassified,6,0,train,animal,bird
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00130_7088a6002190.png,cifar10,cifar10::7088a6002190eb12,Unclassified,6,0,train,animal,deer
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/pil_brightness_18.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/13.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/pil_sharpness_18.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00363_cb884e92e113.png,cifar10,cifar10::cb884e92e113f3be,Unclassified,6,0,train,animal,dog
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/vertical_flippil_sharpness_39.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00180_cfd05f6138b6.png,cifar10,cifar10::cfd05f6138b6d635,Unclassified,6,0,train,object_vehicle,truck
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_sharpness_13.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoompil_constract_22.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_brightness_34.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/random_translation_pil_constract_12.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/random_crop_40.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/random_translation_pil_brightness_35.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/random_crop_pil_sharpness_12.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_constract_20.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_color_25.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_brightness_2.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/pil_sharpness_20.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_brightness_10.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/pil_constract_29.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/40.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/pil_color_22_.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00674_ba4e63cae30d.png,cifar10,cifar10::ba4e63cae30de0a6,Unclassified,6,0,train,animal,bird
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/31.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/vertical_flippil_constract_32.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_color_31.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_color_12.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_pil_brightness_32.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_constract_16.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_color_18.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/pil_constract_8.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/random_crop_pil_constract_20.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flippil_constract_20.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
